gauge_id,p_mean,pet_mean,aridity,frac_snow,moisture_index,seasonality,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur,cly_pc_sav,slt_pc_sav,snd_pc_sav,lit_cl_smj,glc_pc_s01,glc_pc_s02,glc_pc_s03,glc_pc_s04,glc_pc_s05,glc_pc_s06,glc_pc_s07,glc_pc_s08,glc_pc_s09,glc_pc_s10,glc_pc_s11,glc_pc_s12,glc_pc_s13,glc_pc_s14,glc_pc_s15,glc_pc_s17,glc_pc_s18,glc_pc_s19,glc_pc_s20,glc_pc_s21,ele_mt_sav,ele_mt_smn,ele_mt_smx,slp_dg_sav,sgr_dk_sav,area,Class
camels_01169000,3.68138270928881,13.6644725853926,3.71177724905226,0.305872289511837,-0.677821274470387,0.440245459852193,0.0542816072284208,1.09078404401651,0.610856321445684,3.12464985994398,6,34,59,3,0,98,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,147,693,72,182,233.453196852846,5
camels_01181000,3.76560544869599,14.358676843042,3.81311240348198,0.223038696273981,-0.695799969060648,0.370189049197723,0.053802450544185,1.10084033613445,0.620234102265727,3.20063581773225,6.47993569857512,34,59,8,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440.006430142488,170.687008855312,626.044951209716,64.1990354786269,202.276077613083,244.861975313555,5
camels_01365000,3.79942022041206,13.2600807721268,3.49002742599729,0.302372776764827,-0.671283649279069,0.374445386482706,0.0519542747621329,1.11453744493392,0.604832637415292,3.05532503457815,18,40,43,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,255,1135,110,226,102.602861395338,5
camels_01439500,3.36938941748234,15.0734465055787,4.47364333352773,0.218594049883807,-0.753736779999204,0.233798119367662,0.0555137244164556,1.11862068965517,0.637278390033541,3.36101083032491,17.560101986276,39.0245607911575,43.4153372225666,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.178487751958,228.81964330099,535.40004074435,36.1469609908193,82.6989849282335,305.756493312815,5
camels_01440000,3.17146895749194,15.592238346225,4.91640894336725,0.225746180500325,-0.774457337695981,0.227576671000875,0.0570196454240536,1.11512717536814,0.652953658703539,3.47757929274517,19,41,41,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,117,479,54,60,171.368265995016,5
camels_01543000,3.22666849202547,13.2484269970567,4.10591513500671,0.216329583755126,-0.722571079277447,0.300440790214816,0.0451776302279416,1.09090909090909,0.559312752412896,2.77170963364993,18.9918093759366,40.676538991701,40.1950504133679,3,0,99.51087401134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.163676054404,307.810085913376,725.86448265065,111.407563142421,130.012604752279,703.744993924783,4
camels_01543500,3.25639537271543,13.3339735779314,4.09470351470635,0.216904397983635,-0.723206464377797,0.290439051353807,0.0455198850023957,1.09375,0.561913888698747,2.796933560477,18.9967575479686,40.988267952778,40.0276819420793,3,0,99.7983562358679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537.056681171212,307.001775905451,715.264362884268,98.8724378429701,130.835031260005,1776.59072150254,4
camels_01544500,3.16067218837702,13.5829509206654,4.2974880377076,0.211691722573256,-0.735105622453437,0.289186297639646,0.0492162365665001,1.10956790123457,0.58546101718119,2.92210454390161,18.3912867890351,39.3912867890351,41.6087132109649,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590.571069674076,335.176458590016,758.358919175656,114.34772073421,127.876885423682,362.780576862296,4
camels_01550000,3.1956910123896,14.2281395030461,4.4522888626854,0.208868182216798,-0.745639230705481,0.270113118142748,0.0514066671230063,1.12089552238806,0.608118283250051,3.07298512625389,17.9694644273344,39.2682953990049,42.7498737837468,3,0,99.1059583728115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532.404378073163,257.373805454795,721.973979024704,88.5480419335468,188.538759609586,455.640264826703,4
camels_01605500,3.31293312341707,13.9927264015333,4.22366702866031,0.223613952898236,-0.746783926565309,0.213644231457902,0.0474365117393387,1.14545454545455,0.584502703812718,3.05619183965641,19.7350645300865,38.7260101394048,41.5389253305087,3,0,75.086130036742,0,0,0,24.7536345241697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864.88456980589,588.528309647918,1302.31373091646,116.298572874192,150.983791460944,474.173241655858,3
camels_01606500,3.33261071941953,13.6054562256143,4.08252189382146,0.223910365813948,-0.73801724484549,0.217919547989452,0.0449722773632692,1.12116040955631,0.566568553631323,2.95080213903743,19.9415662269835,39.3155477744037,40.8902415531976,3,0,90.5381380658716,0,0,0,9.1182513711539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846.114032063528,501.483436825113,1334.57676349716,133.473047474017,182.799419359297,1685.17470820392,3
camels_01669520,3.19758231227325,18.6418433842152,5.82998076786403,0,-0.819846613318686,0.130850740458182,0.0570880963789444,1.13469387755102,0.657745225545896,3.71865325077399,16.6464241578764,36,47.3782800302125,1,0,0.0988167523558649,0,0,0,99.8764790595552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3407206383196,12.7761262535881,54.8312024587842,10.0741125642669,16.368496933631,277.31652258059,3
camels_02011400,3.19838387295502,14.3619932918065,4.49039072928331,0.159483772993842,-0.75673799754916,0.254659630103306,0.0513382161681155,1.14854517611026,0.611814634814156,3.32638630442873,19,38.7273877111353,42.3217167784169,3,0,78.2401372830782,0,0,0,20.7598627169218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819.161246934568,591.297161098128,1192.71487169854,106.858541169905,134.000795348609,409.810927324102,3
camels_02013000,3.10994113217879,14.7255958655624,4.73500791162751,0.0754807281072761,-0.772961051705475,0.213844576087391,0.0520227257170237,1.15853658536585,0.622698336641796,3.40967016491754,20.4142564562125,37.7489146423345,42.2510853576655,3,0,51.2369733862368,0,0,0,47.8921826149816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701.609321670832,453.885607453453,1085.75019770148,121.316748082997,129.143921120703,436.076147953138,3
camels_02014000,3.10592853720306,15.2312957765761,4.90394276434067,0.074737814735982,-0.781823122056653,0.19569914277463,0.0516120199876788,1.16,0.623930453829831,3.45920303605313,20,39,41.5920565937131,3,0,50.0541384931425,0,0,0,48.9214163715106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729.107376043869,475.335030263467,1153.46892997456,108.631773625147,130.951237146553,396.988681736401,3
camels_02016000,3.01696556916966,15.3642330070504,5.09261131915369,0.0754524426245292,-0.785135843714669,0.227712601755151,0.0534601957697309,1.15875370919881,0.634814155657471,3.5478194338179,18.5406347284399,38.1328048786621,43.383469945237,3,0,28.2814750926741,0,0,0,71.3995694614486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664.30971261178,436.111467176041,1166.63112159557,100.23579196756,102.815451417447,1193.96656262513,3
camels_02017500,3.06675063317132,15.6462536792389,5.10189955127167,0.075239035662918,-0.790546612445585,0.183683497291531,0.0514751180778971,1.1640866873065,0.62550482579232,3.47716894977169,20.4737195993059,38,41.5262804006941,3,0,25.5422703801122,0,0,0,74.4577296198878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700.167794669101,453.838225352679,1209.05182171329,96.1063794929844,93.27546979244,285.258406179084,3
camels_02018000,3.07935450749538,15.9493483469095,5.17944533767956,0.0746216319427034,-0.793712829569967,0.179407337010885,0.0525703333561503,1.16187594553707,0.63050174549935,3.52911877394636,20.4994238449629,38.181178223479,41.3472474372025,3,0,11.6965492179285,0,0,0,87.9705715021497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638.790326675634,401.429735691599,1141.22259188141,99.1924939007119,110.13140616702,851.702188085878,3
camels_02046000,3.15844821685261,19.9474467793826,6.31558455603246,0,-0.832339299680623,0.132461797232042,0.0568142925593812,1.1448275862069,0.665480183448559,3.83208513992905,19.6750037113056,34,46.3249962886944,3,0,0,0,0.649992577388751,0,99.3500074226112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.1250556695844,55.0750334017506,124.150066803501,13.3500074226112,23.9749888660831,290.914045053388,3
camels_02111180,3.79719008830173,16.0822239715244,4.23529599454872,0,-0.749696618079975,0.202208289623024,0.0486686289273735,1.19295302013423,0.597303032377302,3.45310645033637,20,37,43,8,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,337,1232,114,192,131.143422291193,5
camels_02112120,3.51657676774591,17.1190601683895,4.86810364141791,0,-0.7816733091067,0.178636894493586,0.0512013142583339,1.17795275590551,0.622629885686905,3.6384,20.0321522684186,36.5269972370309,44,8,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.409171535441,328.477504522085,1101.55145938257,90.910489114045,125.182519083285,329.764990970222,2
camels_02152100,3.22829899377095,17.8130111575056,5.5177699438237,0,-0.802584510263745,0.189172454095102,0.0564035868300362,1.20644216691069,0.64973646382367,3.97653958944282,20,36,44,8,0,0,0,0.866046657548092,0,98.6287594588822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.48387453411,300.185348362969,869.845271123269,94.680154479399,128.370696725937,156.46353080436,2
camels_02177000,4.32861386816346,15.8003935929907,3.65022015689619,0,-0.703016674965923,0.309900746320027,0.0538709014990759,1.17814371257485,0.589910329249093,3.65169491525424,19.2628434020047,37.4282938101342,43.1753310885245,8,0,0.562991569607982,0,64.5229524684414,0,34.8734226328999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779.972273632815,466.906454593964,1283.58281151758,105.491848740881,184.806785553302,527.190835896153,5
camels_02178400,4.26138339379835,15.2908926004518,3.58824616032082,0,-0.699318507050206,0.305940018611871,0.0527072352659319,1.16666666666667,0.585255664316517,3.53014037985136,20,38,42,8,0,0,0,4,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,580,1616,137,223,152.145910676589,5
camels_02212600,3.17161475802586,21.2809329865151,6.70981017876245,0,-0.839368838179241,0.182238617860458,0.0557875282360188,1.1863173216885,0.646245465124239,4.14624505928854,19,34,47,8,0,1,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,128,214,23,24,190.097201792172,3
camels_02327100,3.69652132247245,20.5150893284961,5.54983660009689,0,-0.810121902816947,0.258449780983379,0.0458621397768498,1.19217081850534,0.609076596618523,4.40277090549233,13.8173356962041,27.0291319430006,59.1338854544338,1,0,0,0,99.205230551819,0,0,0,0,0,0,0,0,0,0.0348340017341463,0,0,0,0,0.759935446446864,0,28.0453865361678,18.299337933109,44.4407089562263,3.34956391583241,9.58105833978741,299.928336065682,4
camels_02374500,3.45678828119652,20.7837997125061,6.01245954968121,0,-0.823082946287386,0.17945017590618,0.0546238620028749,1.19282511210762,0.632829077965638,4.13276709879303,20.2598861695002,32.2825042810522,47.8395387858239,1,0,0,0,98.9152190988952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.084737142279,74.4259211355232,160.724418114844,16.5028457725518,29.1467510180812,458.770358955931,2
camels_02450250,3.8294359641317,18.6786802655897,4.8776583393855,0,-0.77478015216489,0.271992453162842,0.0581148607023068,1.17103448275862,0.633445136559655,3.84941763727122,22.4182765744831,41,35.6613628118593,3,0,73.6176330684774,0,26.2230881588378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.687050466695,191.148214471354,326.319236730111,49.9715026362983,42.2078557791576,242.386246904783,4
camels_02469800,3.4790259429119,21.2636265315902,6.11194825232974,0,-0.825169704119126,0.177560797813963,0.0546923129577657,1.16472303206997,0.640906290642755,4.09759299781182,19.3583284510367,33.1202870318875,47.5213845170758,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.5682979878041,30.7867580980413,141.298058473053,22.7385432870626,31.2187059021422,423.537595230803,3
camels_02479155,3.72128824697104,19.5870018481758,5.26350031178551,0,-0.799982530998826,0.173532329504633,0.0519542747621329,1.17674418604651,0.617701416934766,4.0303707012059,17,33,50,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,35,109,13,24,138.498460840004,4
camels_02479560,3.80539530426448,18.4051755766992,4.83660017030915,0,-0.781616495141293,0.196144328938172,0.0507906085289889,1.1872,0.601683893490314,3.98458748866727,18.485550397391,32.8378349153869,48.6882816078255,1,0,0,0,97.2926759548502,0,0,0,0,0,0,0,0,1.62645685110011,0,0,0,0,0,0,0,67.4776015458806,39.8256150478563,104.179124677418,12.3540886624249,20.0605041317772,1457.81834317449,4
camels_02481000,4.00410295023614,17.5889910329249,4.39274195781795,0,-0.762631834527631,0.178816673871871,0.0481894722431377,1.16943521594684,0.587240742008351,3.93171402383135,20,34,46,1,0,0,0,98.5234601520801,0,0,0,0,0,0,0,0,0.953079695839753,0,0,0,0,0,0,0,54.6099639540832,28.5161233457627,91.3680256269646,11.0469203041602,21.0469203041602,250.795686186885,4
camels_03010655,3.08623793551918,13.2634040659868,4.29759608400237,0.294503489424223,-0.730783507149467,0.308324862884637,0.0449038264083783,1.09333333333333,0.550414128277089,2.68929765886288,18,39.5173664272631,43,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628.076718490313,472.212023517788,763.312595690736,92.5868321363156,86.4898863539975,254.659337711938,4
camels_03011800,3.44816962146622,12.8617605585599,3.73002548322748,0.294547114495303,-0.691194734838272,0.358768196069708,0.0425080429871996,1.08,0.528236018892464,2.59656796769852,19,40,42,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,449,703,52,109,100.897200606913,5
camels_03021350,3.9130960366897,13.5447559723458,3.46139114536122,0.221890265997206,-0.671641840357923,0.362886041348369,0.0351837908138818,1.07083333333333,0.484769662536792,2.48491228070175,18,42,41,3,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.269665156157,422.796151902725,573.837881060275,30.675762120549,36.6083458315098,248.345965025592,4
camels_03028000,3.49480799507154,12.9669881579848,3.71035781544256,0.218552942499843,-0.689879080899768,0.359514724786503,0.0429871996714354,1.07718696397942,0.530837155178315,2.61551433389545,19,40,41,3,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,442,698,57,91,165.625283244053,5
camels_03070500,3.72241631870764,13.6040742008351,3.65463533255684,0.247552175684336,-0.699877110524456,0.331633052742198,0.0384694366486412,1.09551656920078,0.518584434252858,2.62599653379549,19.6854471153472,40.5790197704749,39.986660571087,3,0,99.5057370150105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602.339447086595,445.56321151804,811.279460151428,57.7780226956226,111.088868006923,517.932839103192,5
camels_03159540,3.34276336504894,16.3094653980423,4.87903677794541,0.0706952015430293,-0.778711575097273,0.213082598433158,0.0518858238072421,1.13134328358209,0.613525908686426,3.22758372344256,19.9589658381366,41.7748203705515,38.2251796294485,3,0,98.4184056374369,0,0,0,0.745222739986413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.204994681579,183.672642223433,297.689412128696,44.2112787351091,20.2964201768656,400.303670615437,3
camels_03180500,3.74238277773975,12.6073365733452,3.36879932441318,0.23351640110925,-0.674560647153135,0.31877881774137,0.040454514340475,1.11931818181818,0.514682729824081,2.64381153305204,20,40.4758266276665,40,3,0,94.3974100916842,0,0,0,5.12676328064933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072.06285077723,835.179906573995,1371.79652643927,110.802461002372,93.3749811193725,346.149574646239,4
camels_03182500,3.70003285645833,12.9194031076735,3.49169956291683,0.236387461878373,-0.685569459453561,0.318231487439031,0.0420973372578547,1.13468634686347,0.52542952974194,2.71813031161473,20.2113716205243,38.9910262977519,40.8515684429256,3,0,70.5357413261209,0,0,0,29.0643349654351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956.564407659924,736.044590164702,1364.24169078838,107.067157565933,102.178741130025,1364.20322855594,4
camels_03186500,4.21495448011501,12.2876856732151,2.91525940106471,0.238353145785877,-0.624082607187958,0.391882814028606,0.0363474570470258,1.11554621848739,0.483058388664522,2.50514731984381,19.4851925450394,41.4851925450394,39.0296149099212,3,0,92.1776894595272,0,0,0,7.82231054047276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077.55823623952,757.369192793697,1385.81095655417,123.277888175591,189.514807454961,331.548142660481,5
camels_03280700,3.72299678280512,15.8850379902799,4.26673427805416,0,-0.753288478666643,0.218305411353316,0.0454514340475049,1.11596638655462,0.564583475939489,2.98948894527003,23,42,36,3,0,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,257,725,143,90,158.715004430561,3
camels_03439000,4.1709699500308,14.9055671161613,3.57364528988065,0,-0.699665359134539,0.288533205963434,0.0483263741529194,1.15548281505728,0.574098158669313,3.49312786339025,18,38,44,8,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,685,1785,114,157,177.994715166307,5
camels_03456500,3.686417277021,14.6201738654254,3.96595739623921,0,-0.73275310234845,0.223815070183325,0.0447669244985967,1.1413612565445,0.567800670819358,3.33802816901408,18,38,44,8,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1231,824,1806,167,350,137.384934353608,5
camels_03460000,3.86481963173384,13.7710657813676,3.56318459684227,0,-0.702155763644831,0.250574418485171,0.0388801423779861,1.109375,0.534807310561982,3.01311222522175,18,37,45,3,0,0,0,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206,702,1856,160,356,127.826178518282,5
camels_03463300,3.81447190088301,14.6646738311999,3.84448338125264,0,-0.722945019103305,0.230981198129264,0.0466151002806489,1.16410256410256,0.564720377849271,3.23783359497645,19,37,44,8,0,0,0,3,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066,752,2016,138,170,113.339244980431,5
camels_03500000,4.19009172427953,15.1455041412828,3.61459966461402,0,-0.701143417461706,0.303979445010447,0.0527756862208227,1.17530487804878,0.581764665617085,3.52217157065893,19.424014336685,38,42.575985663315,8,0,1,0,6.03189964320467,0,91.8161290301654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861.039426532598,626.215770613039,1539.99247311061,124.424014336685,197.262724035031,362.368077812074,5
camels_03500240,4.15335957286605,14.612288315422,3.51818523271721,0,-0.690425372755948,0.334157324511716,0.050379902799644,1.15179968701095,0.564241221165035,3.36861463015938,20,39,42,8,0,4,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894,617,1653,138,207,148.973004701501,5
camels_03504000,4.23261482647682,14.6463768909577,3.46036138212679,0,-0.685931566484563,0.335641478878792,0.0509275104387706,1.1625,0.565336436443288,3.36552567237164,19,39,43,8,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,920,1565,145,155,134.429799864056,5
camels_04015330,2.31558149086178,12.9275309740571,5.58284432013055,0.183097337747673,-0.794490668972482,0.199587412210943,0.0532548429050585,1.14076246334311,0.666849202546375,3.6706857573474,13.9527930706113,39.9527930706113,46.2676029960285,2,0,57.9071030356039,0,0,0,29.010171377219,0,0,0.173189137251112,0,0,0,0,0,0,0,0,0,12.5631581754238,0,362.426550747355,245.045938268978,532.841318480129,15.1184157334408,81.0177378516406,225.089054970323,3
camels_04024430,2.36674994866175,8.46039633102889,3.57468955933123,0.230466089522627,-0.657867237512224,0.489888983340579,0.0561297830104729,1.15330520393812,0.675679375727291,3.74326886613576,12.1796784603868,38.7968422179039,49.1762607400849,2,0,74.6466749333295,0,10.0953276991439,0,14.3366851349506,0,0,0,0,0,0,0,0,0,0,0,0,0.404238149088834,0,326.094686432989,217.995639396418,395.36688951315,12.8764621540201,48.546705612677,1092.12993809798,3
camels_04057510,2.33721678417413,14.3902676432337,6.15701022715295,0.23528837053516,-0.792199079746892,0.31127742829902,0.0489424327469368,1.09494640122511,0.624204257649394,3.15318118948824,10.9353606254041,36.5213739527336,52.8294479489108,6,0,43.4937620675532,0,40.0670379223761,0,13.3296943055226,0,0,0,0,0,0,0,0,0,0,0,0,2.85389741330415,0,239.472048898435,210.557211745414,285.579875749278,10.3595046683201,17.4838134291993,490.30507366257,3
camels_04063700,2.33759052638783,14.6533335615032,6.26856303364059,0.271654033914689,-0.79591513431694,0.311274476493106,0.0507906085289889,1.14329738058552,0.654185775891574,3.39382102272727,8.63036811533247,31.7577982736375,60.0322112416027,2,0,59.8358404241384,0,10.974397412532,0,28.5982960547706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.185685464885,440.129377128161,515.044240304302,14.205825781006,18.8100212287258,370.306035057784,2
camels_04256000,3.80397015538366,11.9738099801492,3.14771396489612,0.301489476535874,-0.571637996041045,0.769456167154392,0.0386063385584228,1.08253358925144,0.48538572113081,2.3972278566599,6,32,62,1,0,98.9632008788332,0,0,0,0.0735982423337118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.116821091995,224,704.896026364994,31,72.4415894540023,237.610461934612,5
camels_04296000,3.56660688616606,11.191414196728,3.13783227418099,0.269724202748872,-0.576466184181135,0.743156582605942,0.0395646519268943,1.1030534351145,0.518173728523513,2.48359580052493,10,37,53,6,0,86.5005965719665,0,0,0,13.0350751014644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.639703833891,233.390598691841,739.140300405858,59,117.567167343096,300.279701743761,4
camels_06224000,2.17321034978437,8.77107878704908,4.03600083531692,0.520864428077337,-0.614552208463562,0.750092249657554,0.0354575946334451,1.19907407407407,0.561160928194948,3.25446605795951,11.5690848391859,36.7965276742069,51.9122115436737,5,0,0,0,71.4000243594153,0,0,0,0,2.31961893254827,0,0,18.9967369753407,0.164911035970838,5.27761529866498,2.2415510557638,0,0,0,0,0,3108.28427200316,2328.23162326173,3841.82777104376,161.384143389695,562.100036374763,484.76753481837,3
camels_06280300,2.19263057019643,7.89247450201929,3.59954595603044,0.611091807287891,-0.416936234070167,1.47537669790703,0.0296392634677253,1.16397849462366,0.537339995892943,3.20016306563392,10.8200210668379,37.4188347737588,52.1461649428017,3,0,0,0,67.6489414901897,0,0,0,0,11.5820955061674,0,0,9.80608122115994,0,10.7793610502278,0.359957866324272,0,0,0,0,0,2898.67432452717,2097.57177313184,3595.41548195901,227.796914837961,525.784129237927,792.611934545297,3
camels_06289000,2.29831542200012,14.758192894791,6.42130873487661,0.420406739443241,-0.772434207629368,0.39613281838866,0.0381271818741871,1.21881838074398,0.573276747210624,3.14731304021045,10.9893787659195,36,53.0106212340805,6,0,0,0,93.9564769749841,0,0,0,0,0,0,0,0,5.73704647569824,0,0,0,0,0,0,0,2401.16128732445,1583.32318485801,2964.92561557339,142.304937310301,535.7660703524,471.103795769361,3
